|Index|q10_resp|q1_resp|q2_resp|q3_resp|q4_resp|q5_resp|q6_resp|q7_resp|q8_resp|q9_resp|qimg|stim_id|stim_txt|complement
864|899||Place the butter and sugar in a large mixing bowl and beat together until light and fluffy.|True|False|False|False|False|True|False||how-to-make-chunky-chocolate-cookies_4_0.jpg|2971_4|Place the butter and sugar in a large mixing bowl and beat together until light and fluffy.|
865|900||Preheat grill to 425 degrees F.|False|False|False|False|False|False|False||grilled-blueberry-pie_2_0.jpg|5229_2|Preheat grill to 425 degrees F.|
866|901||Combine the following in a medium size bowl and spoon into tart crusts.1 egg3/4 c. brown sugar1 tbsp. butterSalt2/3 c. chopped pecansVanilla flavoring|True|False|True|True|True|False|False||tea-time-tarts_3_0.jpg|543_3|Combine the following in a medium size bowl and spoon into tart crusts.1 egg3/4 c. brown sugar1 tbsp. butterSalt2/3 c. chopped pecansVanilla flavoring|
867|902|True|Take each individual circle and shape into tart molds.|True|False|False|False|False|False|True|False|tea-time-tarts_2_0.jpg|543_2|Using a round cookie cutter, or anything with a circular lid, cut circles into the dough. Take each individual circle and shape into tart molds.|Using a round cookie cutter, or anything with a circular lid, cut circles into the dough. 
868|903||Then, after 1 more minute of blending, the magic happens. It turns creamy. It looks like the smooth, lucious peanut butter. Once it gets to this stage, add in 4 Tablespoons of granulated cane sugar and 1 teaspoon of salt. The salt, strangely, is what really sets the flavor off. Blend for another 30 seconds-1 minute.|True|False|True|False|False|True|False||homemade-peanut-butter-2-3_5_0.jpg|1326_5|Then, after 1 more minute of blending, the magic happens. It turns creamy. It looks like the smooth, lucious peanut butter. Once it gets to this stage, add in 4 Tablespoons of granulated cane sugar and 1 teaspoon of salt. The salt, strangely, is what really sets the flavor off. Blend for another 30 seconds-1 minute.|
869|904||Break into pieces as large or as small as you want.|True|False|False|False|False|True|False||homemade-peppermint-bark_7_0.jpg|3959_7|Refrigerate the bark until completely hardened. Once hardened, remove from the pan and peel off the parchment. Break into pieces as large or as small as you want. To do so, remove from the refrigerator and allow to sit at room temperature to slightly soften for 5-10 minutes. Use a very sharp knife and cut.|Refrigerate the bark until completely hardened. Once hardened, remove from the pan and peel off the parchment.  To do so, remove from the refrigerator and allow to sit at room temperature to slightly soften for 5-10 minutes. Use a very sharp knife and cut.
870|905|True|Sprinkle cookies with sugar-cinnamon mixture.|True|False|False|True|False|False|True|False|brown-sugar-and-spice-cookies_11_0.jpg|5728_11|Sprinkle cookies with sugar-cinnamon mixture.|
871|906||Make sure don't overfill two teaspoons, if you do, you won't even notice a scent of orange in your tea. Also, you need to use a cup save from heat!!! If you use the plastic ones, it will melt by the boiling water|False|False|False|False|False|False|False||making-orange-tea-using-peels_3_0.jpg|3800_3|Make sure don't overfill two teaspoons, if you do, you won't even notice a scent of orange in your tea. Also, you need to use a cup save from heat!!! If you use the plastic ones, it will melt by the boiling water|
872|907||Cook the egg over-easy. |True|False|False|True|False|True|False||sandwich-colonial_4_0.jpg|4083_4|Cook the egg over-easy. IMPORTANT: Make sure not to break the yolk of the egg, the sandwich will not be as good if you do.For those of you who don't know how to cook an egg over-easy, crack the egg into the pan, and when one side is done, flip it over.  Once again, make sure not to break the yolk|IMPORTANT: Make sure not to break the yolk of the egg, the sandwich will not be as good if you do.For those of you who don't know how to cook an egg over-easy, crack the egg into the pan, and when one side is done, flip it over.  Once again, make sure not to break the yolk
873|908||Pour a liberal amount of Pan finely ground corn meal into a large bowl and toss in some salt for taste.Add hot water. Mix with your hand while you're adding water to get a feel for when the consistency is thick enough to make into balls.|True|False|False|False|False|True|False||arepa-balls-who-doesnt-love-balls_1_0.jpg|757_1|*First, turn on your cake ball maker to preheat it!*Pour a liberal amount of Pan finely ground corn meal into a large bowl and toss in some salt for taste.Add hot water. Mix with your hand while you're adding water to get a feel for when the consistency is thick enough to make into balls.|*First, turn on your cake ball maker to preheat it!*
874|909|False|Sprinkle it with salt.|True|False|False|False|False|False|True|False|easy-crispy-baked-french-fries_7_0.jpg|2188_7|Sprinkle it with salt.|
875|910||This banana was huge so I shared some of it with Mitch, who was helping me out by taking pictures. |True|True|False|False|False|False|False||how-to-eat-a-banana-like-a-monkey_6_0.jpg|5146_6|This banana was huge so I shared some of it with Mitch, who was helping me out by taking pictures. Mmm... banana.|Mmm... banana.
876|911||Enjoy these crispy snacks with some tea.|False|False|False|False|False|False|False||curd-jantikalucrispy-curd-snacks_6_0.jpg|1436_6|-Enjoy these crispy snacks with some tea.|-
877|912||Pulse the tomatoes in a food processor and set aside.|True|False|False|False|False|True|False||killer-ketchup_1_0.jpg|4231_1|Pulse the tomatoes in a food processor and set aside.|
878|913|| Lay the pie dough into the bottom of a glass pie plate (9 inch). Set aside.|True|False|True|False|False|True|False||pythagorass-pi-pie_3_0.jpg|151_3|Lay the pie dough into the bottom of a glass pie plate (9 inch). Set aside.|Lay the pie dough into the bottom of a glass pie plate (9 inch). Set aside.
879|914||Cover, reduce heat and simmer.|True|False|False|False|False|True|False||how-to-make-a-delicious-cup-of-hot-chai-latte_8_0.jpg|2964_8|Cover, reduce heat and simmer.|
880|915|False|Take the slice of bread with peanut butter, and bananas on it and flip it onto the other. |True|False|False|False|False|False|True|False|ultimate-pbj_8_0.jpg|4556_8|Take the slice of bread with peanut butter, and bananas on it and flip it onto the other. The reason I do it in that order is because the jelly always seems to slide off somehow if I do it the other way around. If you included a lot of ingredients, you may want to wrap the bottom half in a napkin to avoid dropping ingredients. |The reason I do it in that order is because the jelly always seems to slide off somehow if I do it the other way around. If you included a lot of ingredients, you may want to wrap the bottom half in a napkin to avoid dropping ingredients. 
881|916|False|Unless you are living alone with ten cats who might appreciate the left out extras, make sure to put everything away, wipe up the area, and wash your hands.|True|False|False|False|False|False|True|True|ultimate-pbj_9_0.jpg|5572_9|Have some manners! Unless you are living alone with ten cats who might appreciate the left out extras, make sure to put everything away, wipe up the area, and wash your hands. |Have some manners!  
882|917||Place half of the Pepperoni on the pizza|True|False|True|False|False|True|False||pepperoni-pizza_4_0.jpg|805_4|Place half of the Pepperoni on the pizza | 
883|918|False|Fold three side flaps down evenly into the cavity of the carton.|True|True|False|False|False|False|True|False|container-from-recycled-milk-carton_6_0.jpg|4904_6|Fold three side flaps down evenly into the cavity of the carton.|
884|919|True|Squeeze the two lemons.|True|False|True|True|False|False|True|False|fancy-cucumber-basil-lemonade_2_0.jpg|3082_2|Squeeze the two lemons. I don't pick out the seeds. You can if they annoy you. | I don't pick out the seeds. You can if they annoy you. 
885|920|False|Keep heating & stirring until it is hot & all of the ingredients are&#160;thoroughly mixed in|True|False|False|True|False|False|True|False|pepper-sauce_7_0.jpg|2917_7|Keep heating & stirring until it is hot & all of the ingredients are&#160;thoroughly mixed in it should be a beige colour, and&#160;usually slightly&#160;one the thicker side, but consistency is up to you.| it should be a beige colour, and&#160;usually slightly&#160;one the thicker side, but consistency is up to you.
886|921||Ingredients:5ml saffron or Tumeric15ml oil1 onion250g Rice5ml paprika1 red pepper1chicken or veg stock cube1 breast of chicken or 4 thighs100g mixed sea food (optional)25g cup frozen peas1-2 clove/s garlicEquipment:Chopping boardSharp KnifeGarlic crusherserving spoon/ Soup spoonwooden spoonweighing scalesplastic jugwok/saucepandesert spoon|True|False|True|False|False|False|False||delicous-paella_1_0.jpg|3181_1| Ingredients:5ml saffron or Tumeric15ml oil1 onion250g Rice5ml paprika1 red pepper1chicken or veg stock cube1 breast of chicken or 4 thighs100g mixed sea food (optional)25g cup frozen peas1-2 clove/s garlicEquipment:Chopping boardSharp KnifeGarlic crusherserving spoon/ Soup spoonwooden spoonweighing scalesplastic jugwok/saucepandesert spoon| 
887|922||Boil sweet corn kernels and keep ready. -Take kernels in blender and blend to paste.Transfer the paste to bowl.Add grated carrot,sliced onions,potato powder or boiled and mashed potatoes to it .-Add little corn flour and spices ginger garlic paste,red chilli powder,coriander powder , salt as per taste and little lime juice.-Mix everything|True|False|False|False|False|True|False||corn-tikki_1_0.jpg|3369_1|-Boil sweet corn kernels and keep ready. -Take kernels in blender and blend to paste.Transfer the paste to bowl.Add grated carrot,sliced onions,potato powder or boiled and mashed potatoes to it .-Add little corn flour and spices ginger garlic paste,red chilli powder,coriander powder , salt as per taste and little lime juice.-Mix everything|-
888|923||Make sure you don't get burned, if you need to wash the peels again, go ahead, I washed mine because it had grease everywhere lol|False|False|False|False|False|False|False||making-orange-tea-using-peels_4_0.jpg|2975_4|Make sure you don't get burned, if you need to wash the peels again, go ahead, I washed mine because it had grease everywhere lol|
889|924||Sour Laurel like Chickweed is also high in vitamin C and is also high in oxalic acid. Some greens you get from the store are high in oxalic acid so this isn't unusual.|True|False|False|False|False|False|False||making-salad-from-the-weeds-in-your-garden_7_0.jpg|4770_5|Sour Laurel like Chickweed is also high in vitamin C and is also  high in oxalic acid. Some greens you get from the store are high in oxalic acid so this isn't unusual.|Sour Laurel like Chickweed is also high in vitamin C and is also  high in oxalic acid. Some greens you get from the store are high in oxalic acid so this isn't unusual.
890|925||Mix the &#189; cup oil, 3 eggs, cake mix, and 1 cup of water together in the large bowl with the mixing spoon. |True|False|True|False|False|True|False||peanut-butter-cupcakes_3_0.jpg|1085_3|Preheat the oven to 350 degrees fahrenheit.While the oven is preheating, you can make the batter.Mix the &#189; cup oil, 3 eggs, cake mix, and 1 cup of water together in the large bowl with the mixing spoon. You will also need the full cup and half cup measuring cups.|Preheat the oven to 350 degrees fahrenheit.While the oven is preheating, you can make the batter.You will also need the full cup and half cup measuring cups.
891|926||Finally you pour 20ml of coffee onto the chipped ice and yogurt mixture.|True|False|True|False|False|True|False||vietnamese-yogurt-coffee-make-it-at-home_5_0.jpg|3256_5|Finally you pour 20ml of coffee onto the chipped ice and yogurt mixture. In the summer, Vietnamese people often drink this kind of drink.Enjoy the great taste. | In the summer, Vietnamese people often drink this kind of drink.Enjoy the great taste. 
892|927||Fill your now empty cans with milk|True|False|False|False|False|True|False||rich-and-creamy-baked-macaroni-and-cheese_8_0.jpg|5149_8|Fill your now empty cans with milk|
893|928|False|Open the FirstBuild app and select the desired settings for your pork chop (based on personal taste and size of pork chop).|True|False|False|False|False|False|True|False|sous-vide-pork-chop-on-paragon_1_0.jpg|4664_1|Open the FirstBuild app and select the desired settings for your pork chop (based on personal taste and size of pork chop).|
894|929||Put the burner on medium tending towards medium low to make sure you do not burn the sandwich.|False|False|False|False|False|False|False||cuban-sandwich_2_0.jpg|5154_2|Put the burner on medium tending towards medium low to make sure you do not burn the sandwich.|
895|930||yeah its is pretty good , I like mine rare or just at medium rare |False|False|False|False|False|False|False||air-fry-t-bone_4_0.jpg|2568_4|yeah its is pretty good , I like mine rare or just at medium rare . If you are going to ruin it by cooking it more then add the time at your own risk. or just go chew on a piece of leather boot . |. If you are going to ruin it by cooking it more then add the time at your own risk. or just go chew on a piece of leather boot . 
896|931||Add flour and chocolate chips and mix well. |True|False|False|True|True|False|False||frozen-cookie-dough-balls_3_0.jpg|806_3|Add flour and chocolate chips and mix well. If dough is too crumbly, add a splash of water, if dough is too wet, add some flour.|If dough is too crumbly, add a splash of water, if dough is too wet, add some flour.
897|932|False|Step seven is to put both halves of the sandwich together so that the peanut butter and jelly are touching.|True|False|False|False|False|False|True|False|how-to-make-a-peanut-butter-jelly-sandwich-1_7_0.jpg|3589_7|Step seven is to put both halves of the sandwich together so that the peanut butter and jelly are touching.|
898|933||Fill your jar with water. |True|False|False|False|False|True|False||sun-made-ice-tea_2_0.jpg|5230_2|Fill your jar with water. The amount of water is to your choosing.|The amount of water is to your choosing.
899|934||You will need the following ingredients:1 white cake1 cup light brown sugar, packed 4 cups of apples, diced1/4 cup of water 1 tsp of cinnamon 1/4 tsp of nutmeg 1/4 tsp salt 14 oz can sweetened condensed milk1 box (3.4 oz) Instant vanilla pudding mix2 cup of milk1 tsp of cinnamon 12 oz whipped topping, thawed|True|False|True|False|False|False|False||apple-pie-poke-cake_1_0.jpg|2519_1|You will need the following ingredients:1 white cake1 cup light brown sugar, packed 4 cups of apples, diced1/4 cup of water 1 tsp of cinnamon 1/4 tsp of nutmeg 1/4 tsp salt 14 oz can sweetened condensed milk1 box (3.4 oz) Instant vanilla pudding mix2 cup of milk1 tsp of cinnamon 12 oz whipped topping, thawed | 
900|935||Preheat oven to 400 degrees.|True|False|False|False|False|True|False||homemade-oreo-cookies_2_0.jpg|3185_2|Preheat oven to 400 degrees.|
901|936||Place the cheese and the small end of the eggplant&#160; and roll!|True|True|False|False|True|False|False||eggplant-rolls_2_0.jpg|2487_2|You can use anything you like.I used&#160; light mozzarella cheese, and jam for others.Place the cheese and the small end of the eggplant&#160; and roll!Rolling will be easier if you have thinner slices.If you have thick slices, use wooden sticks to hold them in place while they cook.|You can use anything you like.I used&#160; light mozzarella cheese, and jam for others.Rolling will be easier if you have thinner slices.If you have thick slices, use wooden sticks to hold them in place while they cook.
902|937||Mentally explore options of different cereals available to you and gradually narrow down the variety of options before you begin anything.|False|False|False|False|False|False|False||how-to-peroperly-prepare-a-bowl-of-cereal_1_0.jpg|4596_1|Mentally explore options of different cereals available to you and gradually narrow down the variety of options before you begin anything.|
903|938|False|Stick spoon in kiwi.|True|False|False|False|False|False|True|False|slice-a-kiwi-like-a-pro_2_0.jpg|3922_2|Stick spoon in kiwi. | 
904|939|True|Lay out the tortillas and place&#160;a leaf of lettuce &#160;on each|True|False|False|False|False|False|True|True|sushi-for-kids_3_0.jpg|1311_3|Lay out the tortillas and place&#160;a leaf of lettuce &#160;on each|
905|940||Take mixture out of blender and place in a bowl then add all other ingredients and mix.|True|False|False|True|False|True|False||cheddar-cauliflower-biscuits_4_0.jpg|52_1|Take mixture out of blender and place in a bowl then add all other ingredients and mix.|
906|941||Tools: 1 Pot1 Mesh Strainer1 Tablespoon4-5 Cups|True|False|True|False|False|False|False||how-to-make-chai_2_0.jpg|3042_2|Tools: 1 Pot1 Mesh Strainer1 Tablespoon4-5 Cups|
907|942||Cut an olive into half use each part for the eyes. Place a piece of corn inside the hole of each olive.|True|True|False|False|False|True|False||happy-face-pizza-for-all-the-seasons_11_0.jpg|3419_11|Cut an olive into half use each part for the eyes. Place a piece of corn inside the hole of each olive.|
908|943||Add the milk half and half and sugar and mix it all up intill u get a runny soup like mix.|True|False|False|False|False|True|False||peanut-butter-chocolate-frozen-fudge_3_0.jpg|3872_3|Add the milk half and half and sugar and mix it all up intill u get a runny soup like mix.|
909|944||Tuck your napkin into your shirt collar for precautionary measures. |True|False|False|False|False|True|False||how-to-peroperly-prepare-a-bowl-of-cereal_7_0.jpg|1975_7|Tuck your napkin into your shirt collar for precautionary measures. In the rare event that you find yourself without a collared shirt, but do in fact have some sort of bottom clothing, apply the napkin to your lap to prevent a quite embarrassing moment.|In the rare event that you find yourself without a collared shirt, but do in fact have some sort of bottom clothing, apply the napkin to your lap to prevent a quite embarrassing moment.
910|945|| Now it is time to lay down the Bologna (pronounced baloney in America) one level thick.|True|False|False|True|False|True|False||batchelor-lasagna_4_0.jpg|4829_4|Now it is time to lay down the Bologna (pronounced baloney in America) one level thick.|Now it is time to lay down the Bologna (pronounced baloney in America) one level thick.
911|946||this is a traditional plate in mexico mostly in oaxaca, i have catch and cooked grasshoppers my self and it is not really hard 9 but I did it in mexico) well if you get some grasshoppers or you cook them your self you can eat with almost anything now enjoy!!!!|True|False|False|False|False|False|False||how-to-cook-grasshoppers-the-mexican-way_5_0.jpg|4992_2|myspace.com/daposthis is a traditional plate in mexico mostly in oaxaca, i have catch and cooked grasshoppers my self and it is not really hard 9 but I did it in mexico) well if you get some grasshoppers or you cook them your self you can eat with almost anything now enjoy!!!!|myspace.com/dapos
912|947||In creating Peppa's face, You will be needing the following;Ham for lips and chick (Circle Shape)Cheese and Seaweeds for eyes (Circle Shape)Bread for nose with tiny 2 wholes in it.Bread for Ears|True|True|False|False|False|False|False||how-to-make-quick-and-easy-bento-box-snack-idea-fo_5_0.jpg|3990_5|In creating Peppa's face, You will be needing the following;Ham for lips and chick (Circle Shape)Cheese and Seaweeds for eyes (Circle Shape)Bread for nose with tiny 2 wholes in it.Bread for Ears|
913|948|| That's it.|False|False|False|False|False|False|False||super-easy-heart-shaped-cake-no-special-pan-neede_2_0.jpg|4028_2|That's it.|That's it.
914|949||Brown ground beef, onion and bell pepper on medium heat until done.|True|False|False|False|False|True|False||tamale-pie_2_0.jpg|4607_2|Pre- heat oven to 350 F. Brown ground beef, onion and bell pepper on medium heat until done.|Pre- heat oven to 350 F. 
915|950||Meanwhile, combine the brown sugar, garlic powder, salt, and pepper in a small bowl and mix well.|True|False|False|False|False|True|False||spicy-hot-beef-jerky-1_2_0.jpg|3070_2|Meanwhile, combine the brown sugar, garlic powder, salt, and pepper in a small bowl and mix well.|
916|951||Take cookies off the pan and place on cooling rack. Once they are cooled, eat and enjoy.|False|False|False|False|False|False|False||chocolate-chip-cookies-2_7_0.jpg|179_7|Take cookies off the pan and place on cooling rack. Once they are cooled, eat and enjoy.|
917|952||Turn your toaster to a medium-high settingPlace Eggo inside your toasterPush the thingie down, and watch to make sure it crisps to perfection|True|False|False|False|False|True|False||how-to-make-waffle-pbj_2_0.jpg|2729_2|LEEEGGGGOOO&#160;MEH&#160;EGGGGOOOO!This step is fairly easy, and self explanitoryFor those who are bakingly challengedededed, heres what you doTurn your toaster to a medium-high settingPlace Eggo inside your toasterPush the thingie down, and watch to make sure it crisps to perfection|LEEEGGGGOOO&#160;MEH&#160;EGGGGOOOO!This step is fairly easy, and self explanitoryFor those who are bakingly challengedededed, heres what you do
918|953||They will probably over lap a bit since they're so large.|True|False|False|False|False|True|False||chocolate-bacon-matzo-brittle_4_0.jpg|1297_4|They will probably over lap a bit since they're so large.Side note: You can go ahead and fire up you oven now. I preheated it to 385 F|Side note: You can go ahead and fire up you oven now. I preheated it to 385 F
919|954|False|Take a slice of butter and spread it around a small spot to allow the oil to sear the bread. |True|False|False|True|False|False|True|False|cuban-sandwich_11_0.jpg|5154_11|Take a slice of butter and spread it around a small spot to allow the oil to sear the bread. This is important because otherwise the bread will not cook as well and not get the flavor that you want.|This is important because otherwise the bread will not cook as well and not get the flavor that you want.
920|955|False|After you are done mixing your ingredients you pour them into your pie crust|True|False|False|False|False|False|True|False|simple-and-easy-cheesecake_3_0.jpg|4892_3|After you are done mixing your ingredients you pour them into your pie crust|
921|956|False|Make a hot tea and enjoy the Cake ala Victorian.|True|False|False|False|False|False|True|True|ala-victorian-cake_12_0.jpg|1464_9|Make a hot tea and enjoy the Cake ala Victorian.|
922|957|| Time to chow down...|False|False|False|False|False|False|False||easy-crispy-baked-french-fries_10_0.jpg|2188_10|Time to chow down...|Time to chow down...
923|958||Pour 1.5oz. of strawberry-basil infused gin. |True|False|True|False|False|True|False||melon-berry-refresher_5_0.jpg|2187_5|Pour 1.5oz. of strawberry-basil infused gin. Instructable for strawberry-basil gin here.|Instructable for strawberry-basil gin here.
924|959|| Peel two or three more times and you'll have a beautiful banana to behold and eat.|True|False|False|False|False|True|False||how-to-eat-a-banana-like-a-monkey_5_0.jpg|5146_5|Peel two or three more times and you'll have a beautiful banana to behold and eat.|Peel two or three more times and you'll have a beautiful banana to behold and eat.
925|960|False|Flip over the bread and put on the mustard. |True|False|False|False|False|False|True|True|cuban-sandwich_4_0.jpg|5154_4|Flip over the bread and put on the mustard. The bread may stick to the board after you are done putting on the ingredients. Feel free to add more butter.|The bread may stick to the board after you are done putting on the ingredients. Feel free to add more butter.
926|961||Again, you will follow those instructions by adding the dry mix with 2 eggs, 1/3 cup of water, and 1/3 cup of vegetable oil and blending.|True|False|True|True|False|True|False||slutty-brownies_3_0.jpg|2199_3|Once the cookie dough is mixed, you will begin to prepare the brownie mix. I chose to use Pillsbury Chocolate Fudge Brownie mix. Again, you will follow those instructions by adding the dry mix with 2 eggs, 1/3 cup of water, and 1/3 cup of vegetable oil and blending.|Once the cookie dough is mixed, you will begin to prepare the brownie mix. I chose to use Pillsbury Chocolate Fudge Brownie mix. 
927|962||Allow the popsicles at least 3-4 hours to freeze to ensure their rigidness. Different liquids will require different amounts of time to freeze entirely. You will know when the popsicles are ready when the cubes appear entirely solid, with no liquids moving.|True|False|True|False|False|True|False||ice-cube-popsicles_5_0.jpg|2693_5|When setting the ice-cube tray in the freezer, place it on a flat surface within the freezer. This will avoid spillage and irregular shaped popsicles. Allow the popsicles at least 3-4 hours to freeze to ensure their rigidness. Different liquids will require different amounts of time to freeze entirely. You will know when the popsicles are ready when the cubes appear entirely solid, with no liquids moving.|When setting the ice-cube tray in the freezer, place it on a flat surface within the freezer. This will avoid spillage and irregular shaped popsicles. 
928|963|False|Butter the bread liberally. |True|False|False|True|False|False|True|False|cuban-sandwich_3_0.jpg|478_3|Butter the bread liberally. MORE IS BETTER.|MORE IS BETTER.
929|964|True|Fry the pumpkin doughs in pan.&#160;If your pan has a limited size, you might want to fry them one after another, or three in one run, whatever suits you.|True|False|False|False|False|False|True|False|sweet-pumpkin-snack_12_0.jpg|4558_12|12) Fry the pumpkin doughs in pan.&#160;If your pan has a limited size, you might want to fry them one after another, or three in one run, whatever suits you.|12) 
930|965|False| Pour the mixture into a cake pan.|True|False|False|True|False|False|True|False|snowman-cake-balls_4_0.jpg|372_4|Pour the mixture into a cake pan.|Pour the mixture into a cake pan.
931|966||You'll need one standard milk cartonbox cutterpencil or permanent markerruler|True|False|False|False|False|False|False||container-from-recycled-milk-carton_1_0.jpg|715_1|You'll need one standard milk cartonbox cutterpencil or permanent markerruler|
932|967|True|Use a microwave to completely melt the white chocolate almond bark in a small bowl, and then use a spoon to help cover the cake ball with the melted white chocolate.|True|False|False|False|False|False|True|True|snowman-cake-balls_11_0.jpg|372_11|Use a microwave to completely melt the white chocolate almond bark in a small bowl, and then use a spoon to help cover the cake ball with the melted white chocolate. | 
933|968||We recommend one of the 3 below:melted milkwhite chocolatecaramel sauce|True|False|False|False|False|False|False||fruit-bouquets-how-to-make-an-apple-dessert-bar_6_0.jpg|2150_6|We recommend one of the 3 below:melted milkwhite chocolatecaramel sauceThen:Place in the microwave using microwave safe dishesThe melted dips could start to cool off, so we recommend that you have an extra set readily available to replace them.You can also keep your glue on the buffet table in a small crock pot or keep the individual bowls on a warming tray.|Then:Place in the microwave using microwave safe dishesThe melted dips could start to cool off, so we recommend that you have an extra set readily available to replace them.You can also keep your glue on the buffet table in a small crock pot or keep the individual bowls on a warming tray.
934|969||Go back&#160;to&#160;step one, and start&#160;again!|False|False|False|False|False|False|False||new-orleans-rice-calas-dessert-treats-anytime_7_0.jpg|2277_7|Go back&#160;to&#160;step one, and start&#160;again!|
935|970||Dice the onion|True|False|False|True|False|True|False||vegetarian-chili_2_0.jpg|2070_2|Dice the onion|
936|971|False| Fry onions and chillies, alongwith a tinge of asafoetida (hing) and cumin seeds(jeera). You can fry it in oil or butter. Wait till onions turn yellowish.|True|False|False|True|False|False|True|False|pav-bhaji_6_0.jpg|3436_6|Fry onions and chillies, alongwith a tinge of asafoetida (hing) and cumin seeds(jeera). You can fry it in oil or butter. Wait till onions turn yellowish. |Fry onions and chillies, alongwith a tinge of asafoetida (hing) and cumin seeds(jeera). You can fry it in oil or butter. Wait till onions turn yellowish. 
937|972|| Peel the Russets|True|False|False|True|False|True|False||easy-crispy-baked-french-fries_2_0.jpg|2188_2|Peel the Russets|Peel the Russets
938|973||Cook your cookie for 40 seconds to 1 minute. Start checking it at 30 seconds.|False|False|False|False|False|False|False||chocolate-chip-cookie-in-a-mug_5_0.jpg|4958_2|Cook your cookie for 40 seconds to 1 minute. Start checking it at 30 seconds. | 
939|974|| Place the bag in the microwave for around 1 minute and 45 seconds.|True|False|False|False|True|False|False||homemade-microwavable-popcorn_3_0.jpg|3446_3|Place the bag in the microwave for around 1 minute and 45 seconds.|Place the bag in the microwave for around 1 minute and 45 seconds.
940|975|False|t's time to microwave.If it's a 700 wattIt needs to cook 4 minutes.If it's a 1000 wattIt needs to cook 3 minutes.|True|False|True|False|False|False|True|False|cup-cake-1_7_0.jpg|4456_5|It's time to microwave.If it's a 700 wattIt needs to cook 4 minutes.If it's a 1000 wattIt needs to cook 3 minutes.|I
941|976|| Now eat!|False|False|False|False|False|False|False||how-to-draw-with-cheese_6_0.jpg|1356_6|Now eat!|Now eat!
942|977||On medium heat just toast up some bread with the center cut out of it, drop an egg in the center and let it cook up - you can also flit it to cook and toast the top side or do the whole thing in the oven!|False|False|False|False|False|False|False||10-ways-to-use-sandwich-bread-for-lunch_3_0.jpg|5065_3|This is perfect for using up any crust leftovers from your sandwich cutouts! On medium heat just toast up some bread with the center cut out of it, drop an egg in the center and let it cook up - you can also flit it to cook and toast the top side or do the whole thing in the oven! |This is perfect for using up any crust leftovers from your sandwich cutouts!  
943|978||1/3 Squirt Soda|False|False|False|False|False|False|False||black-squirt-xxx_4_0.jpg|2823_4|1/3 Squirt Soda|
944|979||2 cups self rising flour1 cup buttermilk 1 stick melted butterHoney Butter: 2 tbsp melted butter 1 tbsp honey|True|False|True|False|False|False|False||kelseys-mini-buttermilk-biscuits-with-honey-butter_1_0.jpg|4229_1|2 cups self rising flour1 cup buttermilk 1 stick melted butterHoney Butter: 2 tbsp melted butter 1 tbsp honey|
945|980|False|Add a good heaping teaspoon of sugar. |True|False|False|False|False|False|True|False|hot-coffee-milk_4_0.jpg|4762_4|Add a good heaping teaspoon of sugar.  You can substitute brown sugar for a heartier taste.| You can substitute brown sugar for a heartier taste.
946|981||Put the desiered amount of rigatoniin the pot then put it on the stove|True|False|False|False|False|True|False||how-to-make-cheese-packed-riggatoni_1_0.jpg|109_1|Put the desiered amount of rigatoniin the pot then put it on the stove then you cook following the instructions on the box.| then you cook following the instructions on the box.
947|982|False|Using a spoon, scoop out a portion of the soft dough from each half. |True|False|False|False|False|False|True|False|arepa-balls-who-doesnt-love-balls_6_0.jpg|5765_6|Using a spoon, scoop out a portion of the soft dough from each half. (You are making room for your fillings.)Place the scooped out dough on another dish to eat later with your fillings sprinkled on top. Yumm!|(You are making room for your fillings.)Place the scooped out dough on another dish to eat later with your fillings sprinkled on top. Yumm!
948|983|True|Over medium low heat melt the three sticks of butter. Add the brown sugar making sure to keep stirring this no matter what. I don't know what will happen if you stop stirring because i didn't. I've heard rumors that something terrible will happen if you stop.When the mixture is silk smooth add the vanilla and simmer for another 2-3 minutes. Remember: DO NOT STOP STIRRING.|True|False|True|True|False|False|True|True|chocolate-bacon-matzo-brittle_5_0.jpg|5631_5|Over medium low heat melt the three sticks of butter. Add the brown sugar making sure to keep stirring this no matter what. I don't know what will happen if you stop stirring because i didn't. I've heard rumors that something terrible will happen if you stop.When the mixture is silk smooth add the vanilla and simmer for another 2-3 minutes. Remember: DO NOT STOP STIRRING.|
949|984||Cover with foil and chill for at least 4 hours, if not overnight.|True|False|True|False|True|False|False||pumpkin-white-chocolate-pudding_5_0.jpg|2361_4|Cover with foil and chill for at least 4 hours, if not overnight.|
950|985||Ingredient 2|False|False|False|False|False|False|False||dark-chocolate-cheesecake-bites_2_0.jpg|3102_2|Ingredient 2|
951|986|| Lambs Quarters is very nutritious also. It has a mild grassy flavor to me.|False|False|False|False|False|False|False||making-salad-from-the-weeds-in-your-garden_4_0.jpg|4770_2|Lambs Quarters is very nutritious also. It has a mild grassy flavor to me. |Lambs Quarters is very nutritious also. It has a mild grassy flavor to me. 
952|987|False|With the glass tilted at a 45 degree angle (to prevent burning yourself) ignite the rum with a lighter or long match.|True|False|False|False|False|False|True|False|how-to-make-a-spanish-coffee-21_2_0.jpg|709_2|1 1/2 oz - 2oz of 151 rum into your Irish coffee mug. With the glass tilted at a 45 degree angle (to prevent burning yourself) ignite the rum with a lighter or long match.|1 1/2 oz - 2oz of 151 rum into your Irish coffee mug. 
